CustomerID,Age,Gender,ContractType,MonthlyCharges,TotalCharges,TechSupport,InternetService,Tenure,PaperlessBilling,PaymentMethod,Churn,AverageMonthlyCharges,CustomerLifetimeValue
49,43,Female,Two year,81.32664198513731,4692.626211391679,Yes,No,58,Yes,Credit card,No,80.90734847227033,4716.945235137964
50,22,Male,One year,64.53878706743032,675.3684155175966,Yes,No,10,Yes,Electronic check,No,67.53684155175966,645.3878706743033
51,43,Female,One year,124.92231474493785,2738.408052416835,Yes,No,22,No,Electronic check,Yes,124.47309329167432,2748.290924388633
52,36,Female,One year,84.79587065469636,6086.8180238273835,Yes,Fiber optic,71,No,Credit card,No,85.72983132151245,6020.506816483441
53,33,Male,Month-to-month,40.94992410239323,895.8395406885458,Yes,Fiber optic,24,No,Electronic check,Yes,37.326647528689406,982.7981784574376
54,46,Female,Month-to-month,77.44916427207953,5097.6777994294835,Yes,DSL,66,No,Bank transfer,No,77.23754241559823,5111.644841957249
55,50,Male,Month-to-month,92.57450131222656,5665.684193884736,Yes,Fiber optic,61,No,Electronic check,No,92.88006875220879,5647.04458004582
56,49,Male,Two year,52.356742032270716,317.7196210453264,No,No,7,No,Mailed check,No,45.38851729218948,366.497194225895
57,31,Male,Two year,102.67816740793296,7438.081049094239,Yes,DSL,72,Yes,Credit card,No,103.30668123741998,7392.828053371173
58,36,Female,Month-to-month,81.46101117148032,3139.1369254847095,No,Fiber optic,38,Yes,Electronic check,No,82.60886646012393,3095.5184245162523
59,43,Female,Month-to-month,20.0,398.4379518360451,No,No,21,Yes,Credit card,No,18.973235801716434,420.0
60,49,Female,Month-to-month,78.99015932013779,764.3657753206156,No,No,8,No,Bank transfer,No,95.54572191507695,631.9212745611023
61,35,Male,Month-to-month,57.81912536761854,1563.045119016899,No,Fiber optic,28,Yes,Credit card,No,55.82303996488925,1618.935510293319
62,38,Male,Month-to-month,86.11539443625207,4582.9120872134745,No,Fiber optic,54,No,Bank transfer,No,84.86874235580508,4650.231299557612
63,28,Male,Month-to-month,98.32644520755443,3024.4080998004515,No,DSL,31,Yes,Credit card,Yes,97.56155160646618,3048.119801434187
64,28,Female,Two year,75.85486141425454,3119.5639108851174,Yes,Fiber optic,41,No,Electronic check,No,76.08692465573456,3110.049317984436
65,48,Male,Month-to-month,119.95756701834087,4357.767721870723,No,DSL,37,Yes,Electronic check,No,117.77750599650604,4438.429979678612
66,53,Male,Two year,64.63879346309513,2487.236847609209,Yes,DSL,38,Yes,Mailed check,No,65.45360125287391,2456.274151597615
67,39,Female,One year,88.74453469161625,4648.985945164973,Yes,DSL,51,No,Electronic check,No,91.1565871600975,4525.971269272429
68,50,Female,One year,94.14827720912042,3413.835705803294,No,Fiber optic,37,Yes,Electronic check,No,92.26582988657552,3483.4862567374557
69,43,Female,One year,67.07962093321802,2089.2890911672625,Yes,Fiber optic,31,No,Credit card,No,67.39642229571815,2079.468248929759
70,33,Male,One year,93.36322923933346,5836.417840658684,Yes,Fiber optic,62,Yes,Credit card,No,94.13577162352716,5788.5202128386745
71,43,Male,One year,52.15981038513493,977.1606826418301,No,No,18,Yes,Mailed check,Yes,54.28670459121278,938.8765869324288
72,55,Male,One year,57.322947429363445,451.85797559008085,Yes,DSL,6,Yes,Bank transfer,No,75.3096625983468,343.9376845761807
73,39,Female,Month-to-month,30.625339289910627,252.15926423386568,No,Fiber optic,9,Yes,Bank transfer,No,28.017696025985074,275.62805360919566
74,55,Female,Two year,77.24227349110141,948.9642438903219,No,Fiber optic,11,Yes,Credit card,No,86.26947671730198,849.6650084021155
75,18,Female,One year,79.75755027563032,156.5019365220676,No,DSL,2,No,Credit card,No,78.2509682610338,159.51510055126064
76,48,Female,One year,105.37789475737688,3030.447964270341,No,No,29,No,Mailed check,No,104.49820566449452,3055.9589479639294
77,40,Male,Two year,93.73420013067651,4874.400968236073,No,DSL,51,No,Electronic check,No,95.57648957325632,4780.444206664502
78,37,Male,Month-to-month,61.45613330057701,4222.087371270753,Yes,Fiber optic,69,Yes,Bank transfer,No,61.18967204740221,4240.473197739813
79,40,Male,Month-to-month,34.654609379971696,850.6137743449325,No,Fiber optic,23,No,Mailed check,No,36.983207580214454,797.056015739349
80,20,Male,Month-to-month,82.98551207559922,556.2650053507397,No,Fiber optic,7,No,Electronic check,No,79.46642933581995,580.8985845291945
81,37,Male,Month-to-month,103.32259517243926,5722.362748242165,Yes,DSL,56,Yes,Electronic check,No,102.18504907575296,5786.065329656599
82,43,Male,Two year,92.6555492141183,5681.081497811845,No,Fiber optic,62,Yes,Bank transfer,Yes,91.63034673890073,5744.644051275334
83,54,Male,Month-to-month,102.53432574571863,1573.2954288393635,No,Fiber optic,15,Yes,Bank transfer,Yes,104.88636192262423,1538.0148861857795
84,34,Male,Month-to-month,63.643314064052724,3319.899325161769,No,Fiber optic,53,No,Credit card,No,62.63960990871262,3373.0956453947942
85,31,Female,Month-to-month,56.00143095473064,2397.5571706746923,No,No,43,No,Electronic check,No,55.75714350406261,2408.061531053417
86,34,Female,Month-to-month,47.89295943304603,1643.7757011429828,No,Fiber optic,35,Yes,Credit card,No,46.96502003265665,1676.253580156611
87,49,Male,One year,68.32310600159214,912.5834738628492,No,DSL,14,No,Mailed check,No,65.18453384734637,956.52348402229
88,43,Female,Two year,67.64227612093542,4629.473788469428,No,DSL,69,No,Credit card,No,67.09382302129606,4667.317052344544
89,34,Male,Month-to-month,76.20032885617348,3744.179464429696,Yes,Fiber optic,49,No,Credit card,No,76.41182580468768,3733.816113952501
90,45,Male,Month-to-month,66.12107628893476,1041.2832946937103,No,Fiber optic,18,No,Mailed check,No,57.849071927428355,1190.1793732008257
91,40,Female,Month-to-month,65.99116810819686,3407.753486142085,Yes,DSL,51,Yes,Bank transfer,Yes,66.81869580670755,3365.54957351804
92,49,Male,Month-to-month,46.699178410835685,20.0,No,DSL,1,Yes,Credit card,No,20.0,46.699178410835685
93,32,Male,Month-to-month,98.24857040654473,2594.3405291852964,No,DSL,27,Yes,Mailed check,No,96.08668626612209,2652.711400976708
94,36,Male,Two year,72.29554186731134,4554.714411670425,No,Fiber optic,64,No,Bank transfer,No,71.16741268235039,4626.914679507926
95,36,Male,Month-to-month,64.76668197144153,3899.459441343604,Yes,Fiber optic,60,Yes,Credit card,No,64.99099068906007,3886.0009182864915
96,25,Male,Month-to-month,47.577122402523855,2023.8570558845981,Yes,Fiber optic,41,Yes,Bank transfer,No,49.362367216697514,1950.662018503478
97,42,Male,Month-to-month,30.04260668826742,624.1126738628578,Yes,Fiber optic,21,No,Electronic check,No,29.719651136326565,630.8947404536158
98,42,Male,One year,109.23892577648031,1551.1892271024954,No,Fiber optic,14,Yes,Bank transfer,No,110.7992305073211,1529.3449608707244
99,40,Female,One year,86.63916124395422,1759.7254530199682,No,Fiber optic,20,No,Mailed check,No,87.98627265099842,1732.7832248790844
100,37,Female,One year,21.282464722900983,271.16696241552347,Yes,DSL,11,Yes,Bank transfer,No,24.65154203777486,234.1071119519108
101,25,Male,Month-to-month,92.89426902128972,6080.843094638927,Yes,DSL,66,No,Credit card,Yes,92.13398628240799,6131.021755405121
102,35,Female,Two year,97.67443510699327,2423.859278545836,No,Fiber optic,24,Yes,Credit card,No,100.9941366060765,2344.1864425678386
103,36,Male,Month-to-month,73.73128366902789,2711.3593894913383,No,No,37,Yes,Credit card,No,73.2799834997659,2728.057495754032
104,31,Male,Month-to-month,117.94332687255277,2844.692836984323,No,Fiber optic,24,Yes,Bank transfer,No,118.52886820768013,2830.6398449412663
105,38,Male,Month-to-month,76.50158926368648,1140.0250941428892,Yes,No,15,No,Mailed check,Yes,76.00167294285929,1147.5238389552972
106,44,Male,Month-to-month,27.495294161524306,307.66964969450424,Yes,DSL,12,No,Bank transfer,No,25.63913747454202,329.9435299382917
107,58,Female,Two year,80.95507003144962,5228.102896397509,No,DSL,64,Yes,Bank transfer,No,81.68910775621107,5181.124482012776
108,41,Female,Two year,77.34691905138187,2429.510029257896,No,Fiber optic,31,No,Mailed check,No,78.37129126638374,2397.754490592838
109,42,Female,Month-to-month,51.90109453665535,2641.4493922349075,No,Fiber optic,53,No,Bank transfer,No,49.838667778017125,2750.7580104427334
110,39,Female,Two year,87.20676510632275,6299.844960500034,Yes,Fiber optic,72,No,Bank transfer,No,87.49784667361159,6278.887087655238
111,20,Male,One year,20.0,984.8812308188243,No,Fiber optic,44,Yes,Credit card,No,22.383664336791462,880.0
112,39,Female,Two year,99.71700482328369,3000.7969236307704,Yes,DSL,30,Yes,Bank transfer,Yes,100.02656412102569,2991.5101446985104
113,40,Male,Month-to-month,43.65634889183642,1502.4309421629573,Yes,Fiber optic,35,Yes,Credit card,No,42.926598347513064,1527.9722112142747
114,64,Male,Month-to-month,40.451616246489024,830.3111400852149,Yes,DSL,21,No,Credit card,No,39.53862571834357,849.4839411762695
115,38,Female,Month-to-month,66.58525683077569,4166.774925776236,No,Fiber optic,63,Yes,Bank transfer,No,66.13928453613073,4194.871180338869
116,43,Male,Two year,82.98918784130906,1353.3650011485884,No,Fiber optic,17,Yes,Bank transfer,No,79.60970594991696,1410.816193302254
117,39,Female,Month-to-month,74.91772190780289,889.7787305223061,Yes,Fiber optic,12,Yes,Credit card,No,74.14822754352551,899.0126628936346
118,28,Female,Month-to-month,47.72022502682866,849.5030508317252,Yes,Fiber optic,18,Yes,Electronic check,No,47.194613935095845,858.9640504829158
119,51,Female,Month-to-month,54.81732126424335,3319.047425085858,No,Fiber optic,60,Yes,Mailed check,No,55.3174570847643,3289.039275854601
120,47,Female,Month-to-month,36.00872957867614,2386.4604291126593,Yes,Fiber optic,67,Yes,Electronic check,No,35.61881237481581,2412.5848817713013
121,47,Female,One year,63.25960295110389,1049.4403272387146,No,No,15,No,Bank transfer,No,69.96268848258097,948.8940442665584
122,30,Male,Two year,102.2506364353273,1589.1749046001835,No,Fiber optic,16,Yes,Bank transfer,Yes,99.32343153751147,1636.0101829652367
123,54,Female,One year,69.87211187068371,1544.5495085394402,No,Fiber optic,22,Yes,Electronic check,No,70.20679584270182,1537.1864611550416
124,25,Female,Two year,95.78242764278359,5996.914302672179,No,Fiber optic,63,Yes,Electronic check,No,95.1891159154314,6034.292941495366
125,45,Male,Month-to-month,113.66204013178574,3496.5898903379193,Yes,Fiber optic,31,No,Electronic check,No,112.79322226896514,3523.523244085358
126,61,Female,Month-to-month,52.35944442889099,38.38645240758695,No,Fiber optic,1,Yes,Credit card,No,38.38645240758695,52.35944442889099
127,30,Female,Month-to-month,64.40280240833906,396.60747591617843,Yes,Fiber optic,6,No,Credit card,No,66.10124598602974,386.41681445003434
128,34,Male,Month-to-month,135.13578583187484,1256.3671825710244,Yes,DSL,9,No,Mailed check,Yes,139.5963536190027,1216.2220724868735
129,40,Male,Month-to-month,113.33030235939836,5869.893405635846,Yes,DSL,52,No,Mailed check,No,112.88256549299703,5893.175722688715
130,34,Female,One year,20.0,1165.1587301209545,No,Fiber optic,62,Yes,Bank transfer,No,18.792882743886363,1240.0
131,24,Male,Month-to-month,81.6144494818272,4802.11991856075,No,DSL,58,No,Mailed check,No,82.79517100966811,4733.638069945977
132,40,Female,One year,70.01679977019086,1281.462082860817,Yes,No,19,Yes,Bank transfer,No,67.44537278214825,1330.3191956336264
133,29,Male,Month-to-month,94.79359332576287,1219.9921877756085,No,Fiber optic,13,Yes,Mailed check,No,93.84555290581604,1232.3167132349174
134,44,Female,Month-to-month,47.650636975448336,1527.5775963937058,No,Fiber optic,32,No,Bank transfer,No,47.736799887303306,1524.8203832143467
135,30,Female,Month-to-month,44.811748838779835,398.1958017178339,No,Fiber optic,9,No,Electronic check,No,44.24397796864821,403.30573954901854
136,55,Female,Month-to-month,49.717878541191716,2365.579699867689,No,Fiber optic,49,Yes,Electronic check,Yes,48.27713673199366,2436.176048518394
137,32,Male,Month-to-month,52.84214361404702,1998.2619254697613,No,Fiber optic,37,Yes,Credit card,No,54.00707906675031,1955.1593137197397
138,36,Female,Month-to-month,94.45972500427042,2787.338649524252,Yes,DSL,31,No,Credit card,No,89.91414998465329,2928.2514751323833
139,48,Male,Month-to-month,34.5639648055336,1120.4724185335167,No,No,31,Yes,Bank transfer,No,36.144271565597315,1071.4829089715417
140,27,Female,Month-to-month,51.32158300122043,3085.791842638465,No,DSL,59,Yes,Credit card,No,52.30155665488923,3027.9733970720054
141,42,Female,Month-to-month,20.0,1145.1600210232589,Yes,Fiber optic,55,No,Electronic check,No,20.821091291331978,1100.0
142,53,Female,One year,100.21353470237119,1888.8452207735127,No,No,19,Yes,Bank transfer,No,99.41290635650067,1904.0571593450527
143,23,Female,One year,108.13090298293422,6818.717306363142,Yes,No,63,Yes,Credit card,No,108.23360803751018,6812.246887924855
144,41,Female,Month-to-month,60.187797074086404,86.91194884124707,Yes,Fiber optic,2,Yes,Electronic check,No,43.455974420623534,120.37559414817281
145,42,Male,One year,61.06151905560331,2751.201858798412,No,Fiber optic,45,Yes,Credit card,No,61.13781908440916,2747.7683575021492
146,47,Male,One year,83.59665706848692,3626.1140879053664,Yes,No,43,No,Credit card,No,84.32823460245038,3594.6562539449374
147,27,Male,One year,114.23446022134766,59.48248243447193,Yes,No,1,Yes,Electronic check,No,59.48248243447193,114.23446022134766
148,26,Female,Month-to-month,82.25832242691752,5011.04328148646,No,Fiber optic,61,No,Electronic check,No,82.14825051617147,5017.757668041969
149,45,Female,Month-to-month,49.07374172574656,123.36128758019146,Yes,Fiber optic,3,No,Bank transfer,No,41.12042919339715,147.22122517723966
150,42,Male,One year,21.43532284040679,1001.7975709942566,No,Fiber optic,44,Yes,Credit card,No,22.76812661350583,943.1542049778988
151,42,Female,Month-to-month,36.54621212009537,208.77081174625863,Yes,DSL,7,Yes,Electronic check,No,29.824401678036946,255.8234848406676
152,43,Female,Two year,72.19658350937395,2413.7951094142695,No,DSL,33,Yes,Credit card,Yes,73.14530634588695,2382.4872558093402
153,33,Female,Two year,50.34017430397617,450.4233944900989,Yes,Fiber optic,9,Yes,Mailed check,No,50.04704383223321,453.0615687357855
154,42,Male,Month-to-month,75.84903117972276,2269.2578635189684,No,Fiber optic,30,No,Mailed check,No,75.64192878396561,2275.470935391683
155,42,Male,Month-to-month,53.41227951291298,994.2250010477612,No,Fiber optic,18,Yes,Credit card,Yes,55.23472228043118,961.4210312324336
156,32,Male,Month-to-month,38.25560706116765,2123.1146160204726,Yes,Fiber optic,56,No,Mailed check,Yes,37.912761000365585,2142.3139954253884
157,58,Male,Month-to-month,34.68905105640787,1080.5241021882757,Yes,Fiber optic,31,Yes,Bank transfer,No,34.8556161996218,1075.360582748644
158,44,Male,Month-to-month,116.87063528119688,8470.240935212341,No,DSL,72,Yes,Bank transfer,No,117.64223521128253,8414.685740246176
159,28,Female,Month-to-month,96.66963247550929,6051.33830935892,Yes,Fiber optic,63,No,Credit card,No,96.05298903744317,6090.186845957085
160,46,Female,Month-to-month,121.91553855483875,6109.325722732314,Yes,No,50,No,Credit card,No,122.18651445464627,6095.7769277419375
161,30,Female,Month-to-month,86.19852702265308,130.26594378480308,Yes,Fiber optic,1,No,Mailed check,Yes,130.26594378480308,86.19852702265308
162,47,Female,Two year,57.10025774155483,1108.2517997176978,No,DSL,19,No,Electronic check,Yes,58.32904209040515,1084.9048970895417
163,51,Male,Month-to-month,109.70022767469814,7084.87374900544,No,Fiber optic,64,No,Bank transfer,No,110.70115232821,7020.814571180681
164,31,Male,Two year,69.00795995914696,3651.429773671064,No,No,53,Yes,Credit card,No,68.89490139002008,3657.421877834789
165,49,Female,Two year,76.62525310871057,493.3230568135712,Yes,Fiber optic,6,No,Mailed check,No,82.22050946892854,459.75151865226337
166,44,Male,Month-to-month,68.71526862773443,1223.2952911854507,Yes,Fiber optic,17,No,Bank transfer,Yes,71.95854654032063,1168.1595666714854
167,48,Female,One year,20.0,835.4206871902119,Yes,DSL,46,Yes,Bank transfer,No,18.161319286743737,920.0
168,58,Female,Month-to-month,118.14205036884559,8485.88865967638,No,Fiber optic,72,Yes,Bank transfer,No,117.85956471772751,8506.227626556882
169,37,Female,One year,84.7301183787326,4679.109905655515,No,DSL,55,No,Mailed check,No,85.074725557373,4660.156510830293
170,32,Female,Month-to-month,79.8946918260553,525.3980296651358,No,DSL,6,Yes,Bank transfer,No,87.56633827752263,479.36815095633176
171,31,Male,Month-to-month,68.14671813188318,4782.447310492477,No,Fiber optic,70,Yes,Credit card,No,68.32067586417824,4770.270269231823
172,31,Female,Month-to-month,74.90283461158393,5163.2249229656645,Yes,Fiber optic,68,Yes,Electronic check,No,75.92977827890684,5093.392753587707
173,39,Male,Month-to-month,52.081631924612566,2056.5567099171144,Yes,Fiber optic,40,Yes,Mailed check,No,51.41391774792786,2083.2652769845026
174,43,Female,Month-to-month,88.49738056921814,5779.083243685237,Yes,Fiber optic,66,Yes,Bank transfer,No,87.56186732856419,5840.827117568397
175,42,Female,Month-to-month,30.78704966802603,316.8177993726064,No,Fiber optic,9,Yes,Electronic check,No,35.201977708067375,277.0834470122343
176,48,Female,Month-to-month,75.58205297411641,825.7526510956939,Yes,Fiber optic,11,No,Bank transfer,Yes,75.06842282688126,831.4025827152805
177,40,Female,Month-to-month,86.84720411713313,1695.0547578037463,Yes,No,20,No,Electronic check,No,84.75273789018732,1736.9440823426626
178,54,Male,Month-to-month,64.0399259853129,2839.1377064225208,No,Fiber optic,43,Yes,Electronic check,No,66.02645828889582,2753.716817368455
179,37,Female,Month-to-month,81.12603377413075,4742.654112332895,No,DSL,58,No,Electronic check,No,81.7698984884982,4705.309958899583
180,67,Male,Month-to-month,40.2599682329725,1079.316589622551,Yes,Fiber optic,26,No,Electronic check,No,41.51217652394427,1046.759174057285
181,46,Female,Month-to-month,41.025196873121075,1638.6213064623184,No,Fiber optic,38,Yes,Credit card,Yes,43.12161332795575,1558.9574811786008
182,31,Female,Two year,77.1015136307918,2756.300139041286,Yes,No,36,Yes,Mailed check,No,76.56389275114684,2775.654490708505
183,29,Female,Month-to-month,90.35648963863156,5040.279366905559,Yes,Fiber optic,55,Yes,Electronic check,Yes,91.64144303464653,4969.606930124735
184,44,Male,One year,20.0,140.9255423394429,No,No,6,Yes,Bank transfer,No,23.48759038990715,120.0
185,37,Female,Month-to-month,85.66061905332299,227.49951506510837,No,Fiber optic,3,No,Credit card,No,75.83317168836946,256.98185715996897
186,47,Female,Two year,53.70395498870989,3490.4074617409497,Yes,DSL,65,Yes,Mailed check,No,53.69857633447615,3490.757074266143
187,44,Female,Month-to-month,64.21581738077762,4119.141536093734,No,No,64,No,Electronic check,No,64.3615865014646,4109.812312369768
188,39,Female,Month-to-month,29.814462293048884,1784.8746241479932,No,DSL,58,Yes,Credit card,No,30.77370041634471,1729.2388129968353
189,31,Female,Month-to-month,44.45148279439876,2510.685437138801,Yes,DSL,58,No,Mailed check,No,43.28767995066898,2578.186002075128
190,24,Male,Month-to-month,98.98375976590934,1694.2842424131427,Yes,No,18,Yes,Credit card,No,94.12690235628571,1781.707675786368
191,35,Male,Month-to-month,70.9859012194064,1593.297648229633,Yes,Fiber optic,23,Yes,Electronic check,No,69.27381079259274,1632.675728046347
192,48,Female,Month-to-month,58.51664794871324,1693.5960088270306,No,DSL,29,Yes,Electronic check,No,58.39986237334588,1696.982790512684
193,42,Female,Two year,66.50534942106896,1565.3446754072256,No,Fiber optic,23,Yes,Mailed check,No,68.05846414814025,1529.623036684586
194,27,Male,Month-to-month,84.67635473992904,3025.457088129657,No,Fiber optic,36,No,Credit card,No,84.04047467026825,3048.3487706374453
195,41,Female,Month-to-month,83.21483488490013,5845.8956749228655,Yes,DSL,70,Yes,Electronic check,Yes,83.51279535604094,5825.038441943009
196,43,Male,One year,67.74918998809598,486.6520365199149,No,Fiber optic,6,No,Bank transfer,Yes,81.10867275331914,406.4951399285759
197,31,Female,Month-to-month,102.78877332690004,3409.8548390670703,Yes,Fiber optic,34,No,Bank transfer,No,100.28984820785502,3494.8182931146016
198,41,Female,Two year,99.11387910719998,4354.208715085995,No,No,44,Yes,Mailed check,No,98.95928897922717,4361.0106807167995
199,40,Male,Month-to-month,82.40116087391188,3746.624390300768,Yes,Fiber optic,44,Yes,Mailed check,Yes,85.15055432501745,3625.6510784521224
200,28,Female,One year,71.63835348730211,1898.6995806327664,No,Fiber optic,27,No,Mailed check,No,70.32220669010246,1934.235544157157
201,43,Male,Month-to-month,89.71963285358618,4624.576588713995,Yes,Fiber optic,52,Yes,Mailed check,No,88.93416516757682,4665.420908386481
202,45,Male,Two year,79.4280226540355,3362.0300392853715,Yes,DSL,42,No,Electronic check,No,80.04833426869932,3335.9769514694913
203,50,Male,One year,101.82400215417843,2519.1119581919206,Yes,Fiber optic,25,Yes,Electronic check,No,100.76447832767683,2545.600053854461
204,50,Female,Month-to-month,96.98684130214923,3836.2760541514876,Yes,Fiber optic,39,Yes,Bank transfer,Yes,98.36605267055097,3782.48681078382
205,26,Male,Month-to-month,39.452382957468146,1662.3971806226778,No,Fiber optic,39,Yes,Electronic check,Yes,42.62556873391481,1538.6429353412577
206,30,Male,Month-to-month,37.42110487774881,452.7899175599856,No,Fiber optic,12,No,Electronic check,No,37.7324931299988,449.05325853298575
207,45,Female,Two year,48.962513667877715,675.4726737586818,No,DSL,11,Yes,Electronic check,No,61.40660670533471,538.5876503466549
